1,2,3,4,5,6,7,8,9,10
0.5567010045051575,0.5259009003639221,0.522162139415741,0.5505050420761108,0.5854700803756714,0.5905224680900574,0.6002386808395386,0.5806451439857483,0.626225471496582,0.5686977505683899
