1,2,3,4,5,6,7,8,9,10
0.5830469727516174,0.522522509098053,0.5524324178695679,0.6393939256668091,0.5940170884132385,0.5601457953453064,0.6073985695838928,0.6017369627952576,0.6090686321258545,0.6105137467384338
