1,2,3,4,5,6,7,8,9,10
0.6185566782951355,0.5731981992721558,0.5513513684272766,0.6585858464241028,0.6079059839248657,0.57351154088974,0.5966587066650391,0.6129032373428345,0.6519607901573181,0.6810035705566406
