1,2,3,4,5,6,7,8,9,10
0.5120275020599365,0.6137387156486511,0.545945942401886,0.6414141654968262,0.5854700803756714,0.5747265815734863,0.5918854475021362,0.6091811656951904,0.6801470518112183,0.6821983456611633
