1,2,3,4,5,6,7,8,9,10
0.605956494808197,0.5641891956329346,0.547027051448822,0.560606062412262,0.6346153616905212,0.6051032543182373,0.674224317073822,0.5831265449523926,0.6531862616539001,0.5806451439857483
