1,2,3,4,5,6,7,8,9,10
0.6311569213867188,0.5709459185600281,0.5740540623664856,0.6565656661987305,0.6217948794364929,0.5747265815734863,0.6252983212471008,0.6501240730285645,0.658088207244873,0.6881720423698425
