1,2,3,4,5,6,7,8,9,10
0.6048110127449036,0.5529279112815857,0.5124324560165405,0.5414141416549683,0.5876068472862244,0.5309842228889465,0.6682577729225159,0.5794044733047485,0.5845588445663452,0.5902031064033508
