1,2,3,4,5,6,7,8,9,10
0.6575028896331787,0.5912162065505981,0.5383783578872681,0.6707070469856262,0.5886752009391785,0.5868772864341736,0.6229116916656494,0.6464020013809204,0.6948529481887817,0.684587836265564
