1,2,3,4,5,6,7,8,9,10
0.5154638886451721,0.5270270109176636,0.46162161231040955,0.5090909004211426,0.5363247990608215,0.527338981628418,0.5441527366638184,0.4950372278690338,0.5171568393707275,0.5185185074806213
