1,2,3,4,5,6,7,8,9,10
0.6288659572601318,0.5518018007278442,0.5427026748657227,0.5616161823272705,0.6004273295402527,0.6160388588905334,0.6372315287590027,0.6042183637619019,0.6446078419685364,0.59617680311203
