1,2,3,4,5,6,7,8,9,10
0.6449026465415955,0.5810810923576355,0.5362161993980408,0.6494949460029602,0.5929487347602844,0.5492101907730103,0.542959451675415,0.6464020013809204,0.6776960492134094,0.6511350274085999
