1,2,3,4,5,6,7,8,9,10
0.5544100999832153,0.45945945382118225,0.45513513684272766,0.5090909004211426,0.5245726704597473,0.5224787592887878,0.6360381841659546,0.5459057092666626,0.5980392098426819,0.5543608069419861
