1,2,3,4,5,6,7,8,9,10
0.5555555820465088,0.5090090036392212,0.5524324178695679,0.59494948387146,0.622863233089447,0.4969623386859894,0.6515513062477112,0.5905707478523254,0.6409313678741455,0.5890083909034729
