1,2,3,4,5,6,7,8,9,10
0.575028657913208,0.5259009003639221,0.4886486530303955,0.6181818246841431,0.5865384340286255,0.533414363861084,0.5644391179084778,0.6178659796714783,0.5784313678741455,0.636798083782196
