1,2,3,4,5,6,7,8,9,10
0.6002290844917297,0.4977477490901947,0.4908108115196228,0.6070706844329834,0.5737179517745972,0.5722965002059937,0.5632458329200745,0.57444167137146,0.5906862616539001,0.5890083909034729
