1,2,3,4,5,6,7,8,9,10
0.5303550958633423,0.5349099040031433,0.49837836623191833,0.6131312847137451,0.5245726704597473,0.48116645216941833,0.542959451675415,0.5459057092666626,0.5735294222831726,0.5495818257331848
