1,2,3,4,5,6,7,8,9,10
0.4581901431083679,0.49887385964393616,0.5178378224372864,0.5191919207572937,0.5844017267227173,0.6002430319786072,0.559665858745575,0.5310173630714417,0.594362735748291,0.5352449417114258
