1,2,3,4,5,6,7,8,9,10
0.5945017337799072,0.48761260509490967,0.4972972869873047,0.5464646220207214,0.561965823173523,0.5479951500892639,0.5286396145820618,0.5322580933570862,0.5833333134651184,0.5770609378814697
