1,2,3,4,5,6,7,8,9,10
0.5498281717300415,0.4954954981803894,0.4864864945411682,0.5292929410934448,0.5961538553237915,0.5941676497459412,0.5823389291763306,0.5210918188095093,0.6176470518112183,0.47311827540397644
