1,2,3,4,5,6,7,8,9,10
0.5670102834701538,0.5090090036392212,0.5081080794334412,0.513131320476532,0.6196581125259399,0.5929526090621948,0.6324582099914551,0.5521091818809509,0.6470588445663452,0.5973715782165527
