1,2,3,4,5,6,7,8,9,10
0.5097365379333496,0.4763513505458832,0.46702703833580017,0.5060606002807617,0.5170940160751343,0.5224787592887878,0.5417661070823669,0.4764268100261688,0.5710784196853638,0.5125448107719421
