1,2,3,4,5,6,7,8,9,10
0.575028657913208,0.5641891956329346,0.5751351118087769,0.5626262426376343,0.6068376302719116,0.6002430319786072,0.6276849508285522,0.5521091818809509,0.6617646813392639,0.5663082599639893
