1,2,3,4,5,6,7,8,9,10
0.6002290844917297,0.5833333134651184,0.5275675654411316,0.59494948387146,0.6132478713989258,0.6245443224906921,0.6360381841659546,0.5645161271095276,0.6482843160629272,0.5878136157989502
