1,2,3,4,5,6,7,8,9,10
0.5555555820465088,0.6002252101898193,0.5264865159988403,0.5919191837310791,0.5897436141967773,0.557715654373169,0.578758955001831,0.6240694522857666,0.6519607901573181,0.643966555595398
